datetime,prediction_label
2025-02-11 00:00:00,43.20176517486572
2025-02-11 01:00:00,40.38508598327637
2025-02-11 02:00:00,39.31158203125
2025-02-11 03:00:00,36.40288875579834
2025-02-11 04:00:00,37.97775367736816
2025-02-11 05:00:00,40.474740753173826
2025-02-11 06:00:00,39.95882873535156
2025-02-11 07:00:00,40.93905601501465
2025-02-11 08:00:00,41.15829353332519
2025-02-11 09:00:00,39.66002975463867
2025-02-11 10:00:00,38.501539421081546
2025-02-11 11:00:00,36.222365837097165
2025-02-11 12:00:00,37.6445626449585
2025-02-11 13:00:00,36.29414867401123
2025-02-11 14:00:00,38.785419654846194
2025-02-11 15:00:00,36.859817810058594
2025-02-11 16:00:00,37.734614028930665
2025-02-11 17:00:00,39.09478054046631
2025-02-11 18:00:00,40.389532508850095
2025-02-11 19:00:00,41.501665649414065
2025-02-11 20:00:00,43.309263725280765
2025-02-11 21:00:00,43.12351497650147
2025-02-11 22:00:00,41.9170361328125
2025-02-11 23:00:00,41.16603500366211
2025-02-12 00:00:00,41.584712448120115
2025-02-12 01:00:00,41.782367362976075
2025-02-12 02:00:00,39.02426105499268
2025-02-12 03:00:00,37.5367378616333
2025-02-12 04:00:00,40.527457847595215
2025-02-12 05:00:00,42.204184951782224
2025-02-12 06:00:00,42.24709682464599
2025-02-12 07:00:00,45.72924160003662
2025-02-12 08:00:00,48.793553009033204
2025-02-12 09:00:00,48.228550567626954
2025-02-12 10:00:00,50.711449699401854
2025-02-12 11:00:00,50.588168678283694
2025-02-12 12:00:00,51.818333282470704
2025-02-12 13:00:00,51.50352996826172
2025-02-12 14:00:00,46.961152992248536
2025-02-12 15:00:00,45.51212142944336
2025-02-12 16:00:00,46.92462158203125
2025-02-12 17:00:00,48.93507038116455
2025-02-12 18:00:00,52.6203796005249
2025-02-12 19:00:00,51.05327827453613
2025-02-12 20:00:00,51.49764015197754
2025-02-12 21:00:00,47.92869750976563
2025-02-12 22:00:00,48.65278411865234
2025-02-12 23:00:00,48.85372146606446
2025-02-13 00:00:00,49.73520950317383
2025-02-13 01:00:00,53.819570770263674
2025-02-13 02:00:00,51.18677280426025
2025-02-13 03:00:00,50.49512706756592
2025-02-13 04:00:00,46.06286106109619
2025-02-13 05:00:00,45.96312557220459
2025-02-13 06:00:00,46.41604961395264
2025-02-13 07:00:00,47.25879383087158
2025-02-13 08:00:00,48.110790672302244
2025-02-13 09:00:00,49.15504241943359
2025-02-13 10:00:00,46.85589511871338
2025-02-13 11:00:00,51.99352039337158
2025-02-13 12:00:00,48.83057537078857
2025-02-13 13:00:00,47.84558395385742
2025-02-13 14:00:00,48.9430387878418
2025-02-13 15:00:00,49.86910190582275
2025-02-13 16:00:00,50.795864486694335
2025-02-13 17:00:00,52.406900825500486
2025-02-13 18:00:00,50.31195930480957
2025-02-13 19:00:00,52.66009605407715
2025-02-13 20:00:00,54.69329708099365
2025-02-13 21:00:00,55.45152397155762
2025-02-13 22:00:00,53.43237518310547
2025-02-13 23:00:00,51.852960357666014
2025-02-14 00:00:00,48.543396186828616
2025-02-14 01:00:00,52.67617839813232
2025-02-14 02:00:00,53.57408271789551
2025-02-14 03:00:00,53.64938247680664
2025-02-14 04:00:00,54.75705211639404
2025-02-14 05:00:00,55.472742042541505
2025-02-14 06:00:00,57.84637706756592
2025-02-14 07:00:00,57.57414012908936
2025-02-14 08:00:00,56.706392478942874
2025-02-14 09:00:00,58.45305141448975
2025-02-14 10:00:00,59.74395011901856
2025-02-14 11:00:00,60.464935569763185
2025-02-14 12:00:00,59.525256385803225
2025-02-14 13:00:00,58.36929100036621
2025-02-14 14:00:00,57.589660720825194
2025-02-14 15:00:00,58.39144676208496
2025-02-14 16:00:00,58.293933639526365
2025-02-14 17:00:00,56.16647815704346
2025-02-14 18:00:00,54.91500427246094
2025-02-14 19:00:00,56.36389682769775
2025-02-14 20:00:00,57.89582534790039
2025-02-14 21:00:00,56.6448104095459
2025-02-14 22:00:00,57.20210548400879
2025-02-14 23:00:00,51.161815071105956
2025-02-15 00:00:00,49.22652534484863
2025-02-15 01:00:00,46.81845420837402
2025-02-15 02:00:00,42.81205520629883
2025-02-15 03:00:00,43.92166271209717
2025-02-15 04:00:00,46.948905563354494
2025-02-15 05:00:00,48.28205619812012
2025-02-15 06:00:00,50.53453704833984
2025-02-15 07:00:00,50.34337104797363
2025-02-15 08:00:00,50.74218822479248
2025-02-15 09:00:00,48.40326496124268
2025-02-15 10:00:00,46.5761722946167
2025-02-15 11:00:00,46.048344955444335
2025-02-15 12:00:00,47.115700492858885
2025-02-15 13:00:00,46.1165584564209
2025-02-15 14:00:00,45.29961826324463
2025-02-15 15:00:00,44.20803760528565
2025-02-15 16:00:00,40.825814971923826
2025-02-15 17:00:00,49.0962328338623
2025-02-15 18:00:00,47.49806064605713
2025-02-15 19:00:00,49.31306041717529
2025-02-15 20:00:00,49.8761224937439
2025-02-15 21:00:00,50.536086349487306
2025-02-15 22:00:00,52.07607696533203
2025-02-15 23:00:00,54.613328552246095
2025-02-16 00:00:00,55.24499382019043
2025-02-16 01:00:00,54.57623100280762
2025-02-16 02:00:00,53.36931709289551
2025-02-16 03:00:00,50.349094772338866
2025-02-16 04:00:00,50.43283142089844
2025-02-16 05:00:00,53.3273469543457
2025-02-16 06:00:00,55.26500370025635
2025-02-16 07:00:00,52.410158729553224
2025-02-16 08:00:00,51.229173011779785
2025-02-16 09:00:00,52.16811466217041
2025-02-16 10:00:00,51.68008880615234
2025-02-16 11:00:00,53.36590236663818
